,Name,Team,Season,GP,Win%,Mins,Points,PPM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,AST/TO,STL,BLK,EFG%,TS%,OFFRTG,DEFRTG,NETRTG,PF,Plusminus,PIE,SIE
68,Gorgui Dieng,SAS,2022-2023,10,20.0,10.4,3.8,0.3653846153846153,1.4,3.2,43.75,0.7,2.3,30.434782608695656,0.3,0.4,75.0,0.9,1.8,2.7,1.8,0.8,2.25,0.1,0.5,0.546875,0.5627962085308057,111.76442307692308,116.52884615384616,-4.76442307692308,1.7,-16,7.824038461538461,0.7241095062578566
69,Dennis Smith Jr.,CHA,2022-2023,15,26.666666666666668,28.0,9.333333333333334,0.3333333333333333,4.133333333333334,8.933333333333334,46.26865671641791,0.6666666666666666,2.0,33.33333333333333,0.4,0.8,50.0,0.6,2.6666666666666665,3.2666666666666666,5.666666666666667,1.5333333333333334,3.695652173913044,1.8,0.6666666666666666,0.5,0.5025847214244686,106.67476190476192,105.76404761904762,0.9107142857142918,2.2666666666666666,13,10.516428571428571,1.005878812919804
70,Patrick Baldwin Jr.,GSW,2022-2023,4,25.0,6.25,2.5,0.4,1.0,2.5,40.0,0.5,2.0,25.0,0.0,0.0,,0.0,1.5,1.5,0.0,0.25,0.0,0.75,0.0,0.5,0.5,59.168000000000006,142.06400000000002,-82.89600000000002,0.0,-43,11.024,0.578189408869174
71,Ryan Rollins,GSW,2022-2023,7,57.14285714285714,6.142857142857143,2.142857142857143,0.3488372093023256,0.7142857142857143,2.142857142857143,33.33333333333333,0.4285714285714285,1.1428571428571428,37.5,0.2857142857142857,0.2857142857142857,100.0,0.1428571428571428,0.8571428571428571,1.0,0.4285714285714285,1.7142857142857142,0.25,0.0,0.0,0.4333333333333333,0.4722921914357682,76.98372093023255,116.4279069767442,-39.444186046511646,1.2857142857142858,-37,-2.6186046511627903,0.6280156795672621
72,Eugene Omoruyi,OKC,2022-2023,8,25.0,12.0,5.875,0.4895833333333333,2.125,4.125,51.51515151515152,0.75,1.625,46.15384615384615,0.875,1.375,63.63636363636363,0.75,1.0,1.75,0.25,0.625,0.4,0.375,0.0,0.6060606060606061,0.6210359408033826,116.70625,108.75625,7.950000000000003,2.625,14,0.9062499999999992,0.8143381878789755
73,Luka Garza,MIN,2022-2023,1,100.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,100.0,-100.0,0.0,-2,0.0,0.33225645464652975
74,Jaden Ivey,DET,2022-2023,19,26.31578947368421,31.68421052631579,16.210526315789473,0.5116279069767442,5.7368421052631575,13.63157894736842,42.084942084942085,1.4736842105263157,4.631578947368421,31.818181818181817,3.263157894736842,4.421052631578948,73.80952380952381,1.2105263157894737,3.684210526315789,4.894736842105263,4.2631578947368425,2.5789473684210527,1.653061224489796,1.105263157894737,0.3157894736842105,0.4749034749034749,0.5203405865657522,108.89586092715231,119.73327814569537,-10.837417218543038,2.9473684210526314,-128,8.609602649006622,1.1688314856371176
75,Taurean Prince,MIN,2022-2023,18,55.55555555555556,19.5,7.888888888888889,0.4045584045584046,2.833333333333333,5.722222222222222,49.51456310679612,1.1666666666666667,3.0,38.88888888888889,1.0555555555555556,1.2222222222222223,86.36363636363636,0.3333333333333333,2.1666666666666665,2.5,1.1666666666666667,1.1666666666666667,1.0,0.3333333333333333,0.2222222222222222,0.5970873786407767,0.630102946396876,110.4599431818182,107.2315340909091,3.2284090909090963,2.388888888888889,9,6.459090909090911,0.9731405804293832
76,Ron Harper Jr.,TOR,2022-2023,2,50.0,4.0,3.0,0.75,1.0,2.0,50.0,1.0,1.5,66.66666666666666,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.75,0.75,146.5,117.2,29.30000000000001,0.0,5,18.4875,0.7826735505345062
77,Lamar Stevens,CLE,2022-2023,9,77.77777777777779,21.666666666666668,7.222222222222222,0.3333333333333333,2.4444444444444446,5.111111111111111,47.82608695652174,0.5555555555555556,1.3333333333333333,41.66666666666667,1.7777777777777777,2.111111111111111,84.21052631578947,0.7777777777777778,1.7777777777777777,2.555555555555556,0.3333333333333333,0.5555555555555556,0.6,0.2222222222222222,0.6666666666666666,0.532608695652174,0.5978660779985283,114.65179487179488,119.71282051282051,-5.061025641025637,1.7777777777777777,-24,5.3133333333333335,0.8259290858019135
78,Day'Ron Sharpe,BKN,2022-2023,14,50.0,8.071428571428571,2.7142857142857144,0.336283185840708,1.0,2.142857142857143,46.66666666666666,0.1428571428571428,0.2142857142857142,66.66666666666666,0.5714285714285714,0.8571428571428571,66.66666666666666,0.8571428571428571,2.0,2.857142857142857,0.6428571428571429,0.5714285714285714,1.125,0.2142857142857142,0.5,0.5,0.5385487528344671,102.40973451327432,119.01858407079646,-16.608849557522134,1.7142857142857142,-41,7.083185840707965,0.7175414661524584
79,Gordon Hayward,CHA,2022-2023,11,36.36363636363637,32.27272727272727,16.272727272727273,0.504225352112676,5.909090909090909,13.272727272727272,44.52054794520548,1.4545454545454546,3.8181818181818175,38.095238095238095,3.0,3.909090909090909,76.74418604651163,0.6363636363636364,3.636363636363636,4.2727272727272725,4.363636363636363,2.5454545454545454,1.7142857142857142,0.6363636363636364,0.2727272727272727,0.5,0.5426873635702159,104.04691011235956,111.59691011235954,-7.549999999999969,0.9090909090909092,-50,10.464325842696628,1.100258844604952
80,Brandon Ingram,NOP,2022-2023,15,60.0,32.06666666666667,20.8,0.6486486486486487,7.266666666666667,15.4,47.18614718614719,1.8666666666666667,4.0,46.66666666666666,4.4,5.066666666666666,86.8421052631579,0.4666666666666667,4.6,5.066666666666666,4.666666666666667,2.8,1.6666666666666667,0.8666666666666667,0.6666666666666666,0.5324675324675324,0.5899258811072455,121.6134854771784,110.84336099585065,10.770124481327784,2.2,111,12.867842323651454,1.2308476937986734
81,Jaden McDaniels,MIN,2022-2023,19,52.63157894736842,29.94736842105263,11.36842105263158,0.3796133567662565,4.473684210526316,8.368421052631579,53.459119496855344,1.0526315789473684,2.9473684210526314,35.714285714285715,1.368421052631579,1.7894736842105263,76.47058823529412,1.4210526315789471,2.1052631578947367,3.526315789473684,1.368421052631579,1.5263157894736843,0.896551724137931,1.105263157894737,1.368421052631579,0.5974842767295597,0.6208323752586802,112.29491228070177,109.55403508771929,2.740877192982481,3.684210526315789,18,5.9687719298245625,1.092570650483125
82,Jalen Suggs,ORL,2022-2023,14,28.57142857142857,28.928571428571427,12.357142857142858,0.4271604938271605,4.642857142857143,11.071428571428571,41.935483870967744,1.4285714285714286,4.857142857142857,29.411764705882355,1.6428571428571428,2.5,65.71428571428571,1.0714285714285714,2.2142857142857144,3.2857142857142856,5.428571428571429,3.357142857142857,1.6170212765957446,1.5714285714285714,0.6428571428571429,0.4838709677419355,0.5076291079812206,110.59358024691358,115.37555555555556,-4.781975308641989,3.142857142857143,-47,6.978765432098766,1.0377343591768584
83,Nikola Jovic,MIA,2022-2023,10,40.0,16.0,6.5,0.40625,2.1,5.3,39.62264150943396,0.5,2.5,20.0,1.8,1.9,94.73684210526316,0.7,1.9,2.6,1.0,0.8,1.25,0.6,0.1,0.4433962264150943,0.5296610169491526,104.31913580246912,110.07654320987652,-5.757407407407413,1.2,-19,8.375308641975309,0.8332260531016266
84,Jarrett Allen,CLE,2022-2023,17,70.58823529411765,32.11764705882353,13.470588235294118,0.4194139194139194,5.529411764705882,9.411764705882351,58.75,0.0,0.1176470588235294,0.0,2.411764705882353,3.0588235294117645,78.84615384615384,2.9411764705882355,7.823529411764706,10.764705882352942,1.2941176470588236,1.7058823529411764,0.7586206896551724,0.5294117647058824,1.2352941176470589,0.5875,0.6260936132983377,112.60402930402928,103.86282051282052,8.741208791208763,2.235294117647059,98,14.223809523809525,1.1360157273534714
85,Trey Lyles,SAC,2022-2023,16,62.5,14.6875,6.6875,0.4553191489361702,2.1875,5.3125,41.17647058823529,1.3125,3.75,35.0,1.0,1.375,72.72727272727273,1.0625,1.75,2.8125,0.75,1.0625,0.7058823529411765,0.375,0.4375,0.5352941176470588,0.5650612589776087,115.56835443037974,113.0662447257384,2.502109704641356,1.125,17,7.641350210970463,0.9065258658751849
86,Braxton Key,DET,2022-2023,3,0.0,3.0,1.3333333333333333,0.4444444444444444,0.3333333333333333,0.3333333333333333,100.0,0.0,0.0,,0.6666666666666666,0.6666666666666666,100.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,,0.0,0.0,1.0,1.0638297872340423,107.4,107.62222222222223,-0.2222222222222285,0.0,-3,14.11111111111111,0.6227719810574026
87,JD Davison,BOS,2022-2023,3,100.0,3.0,0.6666666666666666,0.2222222222222222,0.3333333333333333,1.3333333333333333,25.0,0.0,0.6666666666666666,0.0,0.0,0.0,,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.25,0.25,88.87777777777777,107.78888888888888,-18.91111111111111,0.0,-4,6.666666666666666,0.48978032681982486
88,Kennedy Chandler,MEM,2022-2023,8,37.5,10.0,2.5,0.25,1.0,3.375,29.629629629629623,0.125,0.875,14.285714285714285,0.375,0.875,42.85714285714285,0.25,1.0,1.25,2.0,0.875,2.2857142857142856,0.5,0.25,0.3148148148148148,0.3324468085106383,90.875,107.86,-16.985,0.625,-30,5.15,0.6490720110537237
89,Nerlens Noel,DET,2022-2023,6,0.0,10.333333333333334,1.8333333333333333,0.1774193548387097,0.6666666666666666,2.1666666666666665,30.76923076923077,0.0,0.0,,0.5,0.6666666666666666,75.0,0.5,2.6666666666666665,3.1666666666666665,0.5,0.5,1.0,0.8333333333333334,0.3333333333333333,0.3076923076923077,0.3726287262872629,98.83064516129032,104.15967741935484,-5.329032258064515,1.5,-9,7.7064516129032254,0.597508981019836
90,Vince Williams Jr.,MEM,2022-2023,5,40.0,5.2,1.4,0.2692307692307692,0.6,1.6,37.5,0.2,1.2,16.666666666666664,0.0,0.0,,0.2,0.4,0.6,0.4,0.0,inf,0.4,0.2,0.4375,0.4375,89.87692307692308,113.6153846153846,-23.738461538461536,0.8,-13,10.542307692307691,0.5528848829116899
91,Kessler Edwards,BKN,2022-2023,11,36.36363636363637,3.5454545454545454,0.8181818181818182,0.2307692307692307,0.2727272727272727,1.0909090909090908,25.0,0.1818181818181818,0.6363636363636364,28.57142857142857,0.0909090909090909,0.1818181818181818,50.0,0.1818181818181818,0.2727272727272727,0.4545454545454545,0.1818181818181818,0.0909090909090909,2.0,0.1818181818181818,0.0909090909090909,0.3333333333333333,0.3493788819875776,106.70769230769233,107.78717948717949,-1.0794871794871597,0.0909090909090909,-1,-4.782051282051281,0.5918488537977677
92,Peyton Watson,DEN,2022-2023,6,50.0,2.5,1.0,0.4,0.5,1.5,33.33333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,,0.3333333333333333,0.1666666666666666,0.5,0.0,0.0,,0.0,0.0,0.3333333333333333,0.3333333333333333,44.1875,107.96875,-63.78125,0.1666666666666666,-19,17.35,0.6229958329345542
93,David Duke Jr.,BKN,2022-2023,13,46.15384615384615,7.769230769230769,2.6923076923076925,0.3465346534653465,1.2307692307692308,2.6923076923076925,45.71428571428572,0.0,0.3076923076923077,0.0,0.2307692307692307,0.3076923076923077,75.0,0.3076923076923077,0.6153846153846154,0.9230769230769232,0.6923076923076923,0.6923076923076923,1.0,0.3076923076923077,0.0769230769230769,0.4571428571428571,0.4760609357997824,99.25643564356434,114.06336633663366,-14.80693069306932,1.4615384615384617,-33,0.2128712871287126,0.7199076760541351
94,Jordan Hall,SAS,2022-2023,9,11.11111111111111,9.444444444444445,3.111111111111111,0.3294117647058823,1.0,3.111111111111111,32.142857142857146,0.3333333333333333,1.6666666666666667,20.0,0.7777777777777778,1.0,77.77777777777779,0.3333333333333333,1.0,1.3333333333333333,1.2222222222222223,0.7777777777777778,1.5714285714285714,0.1111111111111111,0.0,0.375,0.4380475594493116,94.69294117647058,106.91529411764704,-12.222352941176467,0.6666666666666666,-24,6.35764705882353,0.7033779402596643
95,Kenneth Lofton Jr.,MEM,2022-2023,4,50.0,4.75,2.75,0.5789473684210527,1.25,3.0,41.66666666666667,0.0,0.25,0.0,0.25,0.75,33.33333333333333,0.25,0.5,0.75,0.75,0.25,3.0,0.0,0.0,0.4166666666666667,0.4129129129129129,92.36842105263158,130.42105263157896,-38.05263157894738,0.75,-15,5.63157894736842,0.6857785698661776
96,Patty Mills,BKN,2022-2023,20,45.0,11.0,4.55,0.4136363636363636,1.5,3.55,42.25352112676056,1.05,2.75,38.18181818181819,0.5,0.5,100.0,0.25,0.55,0.8,1.05,0.35,3.0,0.2,0.05,0.5704225352112676,0.603448275862069,106.7790909090909,114.805,-8.025909090909096,0.5,-32,7.0209090909090905,0.8770629913361532
97,Terry Rozier,CHA,2022-2023,13,30.76923076923077,37.23076923076923,20.53846153846154,0.5516528925619835,7.923076923076923,20.846153846153847,38.00738007380074,2.6153846153846154,8.692307692307692,30.08849557522124,2.076923076923077,2.6153846153846154,79.41176470588235,1.4615384615384617,3.230769230769231,4.6923076923076925,5.615384615384615,2.769230769230769,2.0277777777777777,0.6153846153846154,0.2307692307692307,0.4428044280442804,0.4668485102811582,106.0650826446281,108.86177685950412,-2.796694214876013,1.9230769230769231,-28,8.565495867768595,1.2193347718185104
98,Naji Marshall,NOP,2022-2023,19,57.89473684210527,20.105263157894736,6.631578947368421,0.3298429319371728,2.421052631578948,5.789473684210527,41.81818181818181,0.7894736842105263,2.3157894736842106,34.090909090909086,1.0,1.3157894736842106,76.0,0.7894736842105263,2.0526315789473686,2.8421052631578947,2.0,0.9473684210526316,2.111111111111111,0.5789473684210527,0.1578947368421052,0.4863636363636364,0.5206611570247934,111.76380208333332,108.86067708333334,2.9031249999999886,1.2105263157894737,20,6.677083333333334,0.9430273526904912
99,Charles Bassey,SAS,2022-2023,12,8.333333333333332,14.416666666666666,5.166666666666667,0.3583815028901734,2.1666666666666665,3.4166666666666665,63.41463414634146,0.1666666666666666,0.5,33.33333333333333,0.6666666666666666,1.1666666666666667,57.14285714285714,1.8333333333333333,3.8333333333333335,5.666666666666667,1.5833333333333333,1.5,1.0555555555555556,0.4166666666666667,1.0,0.6585365853658537,0.6573367260390162,105.64219653179192,116.60346820809248,-10.96127167630057,2.25,-44,13.217341040462427,0.7919659897401595
100,Jeremy Sochan,SAS,2022-2023,20,25.0,24.75,8.05,0.3252525252525252,3.55,7.5,47.333333333333336,0.4,2.2,18.181818181818183,0.55,1.0,55.00000000000001,1.3,2.75,4.05,2.0,1.55,1.2903225806451613,0.95,0.5,0.5,0.5069269521410579,106.5688888888889,116.049898989899,-9.481010101010083,2.6,-105,5.759595959595959,0.9914149927217151
101,Jakob Poeltl,SAS,2022-2023,20,30.0,27.35,12.85,0.469835466179159,5.7,8.9,64.04494382022472,0.0,0.0,,1.45,2.8,51.78571428571429,3.85,6.0,9.85,3.45,2.4,1.4375,0.9,1.0,0.6404494382022472,0.6341294907224635,107.22376599634369,118.1250457038391,-10.90127970749542,2.3,-132,14.035648994515538,1.1051188853678835
102,Mo Bamba,ORL,2022-2023,19,26.31578947368421,18.73684210526316,8.210526315789474,0.4382022471910112,3.0,6.2631578947368425,47.89915966386555,1.0526315789473684,2.9473684210526314,35.714285714285715,1.1578947368421053,1.631578947368421,70.96774193548387,1.1578947368421053,3.3684210526315788,4.526315789473684,1.1578947368421053,0.8947368421052632,1.2941176470588236,0.2631578947368421,0.7894736842105263,0.5630252100840336,0.5880579010856454,110.76134453781512,115.27591036414566,-4.514565826330539,2.210526315789474,-39,10.110364145658265,0.9749690686236934
103,Jalen Johnson,ATL,2022-2023,20,55.00000000000001,13.4,4.35,0.3246268656716418,1.8,3.8,47.368421052631575,0.25,1.3,19.23076923076924,0.5,0.75,66.66666666666666,0.45,2.4,2.85,0.7,0.45,1.5555555555555556,0.7,0.3,0.506578947368421,0.526634382566586,108.02761194029848,107.84999999999997,0.1776119402985188,1.45,-4,9.525746268656716,0.8709719580877231
104,Thanasis Antetokounmpo,MIL,2022-2023,10,70.0,2.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.0,,0.2,0.6,0.8,0.2,0.2,1.0,0.0,0.1,0.0,0.0,90.73703703703704,116.7074074074074,-25.97037037037037,0.2,-15,-5.422222222222223,0.4105902748166529
105,MarJon Beauchamp,MIL,2022-2023,15,73.33333333333333,15.533333333333331,5.266666666666667,0.3390557939914163,2.0,5.2,38.46153846153847,0.8,2.7333333333333334,29.268292682926827,0.4666666666666667,0.6666666666666666,70.0,0.9333333333333332,2.0,2.933333333333333,0.4,1.2,0.3333333333333333,0.4666666666666667,0.1333333333333333,0.4615384615384615,0.4793689320388349,104.41587982832615,108.73047210300427,-4.31459227467812,1.7333333333333334,-16,3.96137339055794,0.847239705531158
106,Facundo Campazzo,DAL,2022-2023,8,25.0,6.5,1.25,0.1923076923076923,0.375,1.625,23.07692307692308,0.375,1.375,27.27272727272727,0.125,0.25,50.0,0.0,0.25,0.25,1.125,0.375,3.0,0.75,0.0,0.3461538461538461,0.3602305475504322,100.55192307692307,90.30576923076924,10.246153846153833,0.375,11,6.826923076923077,0.6270190288133364
107,Dru Smith,MIA,2022-2023,3,100.0,14.333333333333334,3.0,0.2093023255813953,1.3333333333333333,3.0,44.44444444444444,0.3333333333333333,1.0,33.33333333333333,0.0,0.0,,0.0,2.333333333333333,2.333333333333333,0.6666666666666666,0.3333333333333333,2.0,1.0,1.0,0.5,0.5,94.146511627907,103.4813953488372,-9.334883720930222,2.0,-9,5.930232558139535,0.6340753079849383
108,Julian Champagnie,PHI,2022-2023,2,100.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,129.66666666666666,148.11666666666667,-18.450000000000017,0.0,-4,-3.333333333333333,0.26799837058555726
109,Kendall Brown,IND,2022-2023,2,0.0,4.0,1.0,0.25,0.5,0.5,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,inf,1.0,0.0,1.0,1.0,115.15,87.5,27.65000000000001,1.0,4,15.0,0.5738203746668524
110,Jamal Cain,MIA,2022-2023,8,50.0,11.875,4.375,0.3684210526315789,1.875,3.5,53.57142857142857,0.125,0.75,16.666666666666664,0.5,0.75,66.66666666666666,0.875,1.5,2.375,0.625,0.25,2.5,0.625,0.0,0.5535714285714286,0.5711488250652741,95.09157894736845,103.88526315789474,-8.793684210526308,1.25,-18,9.898947368421052,0.7538293056728862
111,Sandro Mamukelashvili,MIL,2022-2023,9,66.66666666666666,5.444444444444445,1.8888888888888888,0.3469387755102041,0.6666666666666666,1.8888888888888888,35.294117647058826,0.1111111111111111,0.8888888888888888,12.5,0.4444444444444444,0.8888888888888888,50.0,0.3333333333333333,0.8888888888888888,1.2222222222222223,0.1111111111111111,0.2222222222222222,0.5,0.0,0.0,0.3823529411764705,0.4142300194931774,103.99199999999998,118.524,-14.532000000000023,0.4444444444444444,-15,2.5680000000000005,0.6361189610485954
112,Theo Pinson,DAL,2022-2023,5,40.0,3.2,0.8,0.25,0.2,0.4,50.0,0.0,0.2,0.0,0.4,0.4,100.0,0.0,1.0,1.0,0.2,0.2,1.0,0.0,0.0,0.5,0.6944444444444444,103.5375,65.15,38.3875,0.2,14,-26.28125,0.7187637049983842
113,JaVale McGee,DAL,2022-2023,15,46.66666666666666,9.133333333333333,4.2,0.4598540145985401,1.7333333333333334,3.0,57.77777777777777,0.0,0.0,,0.7333333333333333,1.3333333333333333,55.00000000000001,0.7333333333333333,1.8666666666666667,2.6,0.2666666666666666,1.0,0.2666666666666666,0.2,0.5333333333333333,0.5777777777777777,0.5855018587360595,103.15182481751825,111.62919708029196,-8.477372262773727,1.2,-30,8.972262773722626,0.8328155847192787
114,Taj Gibson,WAS,2022-2023,10,40.0,6.7,3.3,0.4925373134328358,1.2,2.5,48.0,0.1,0.6,16.666666666666664,0.8,0.8,100.0,0.6,1.0,1.6,0.4,0.2,2.0,0.3,0.2,0.5,0.5785413744740533,109.0910447761194,100.02388059701494,9.067164179104466,1.1,15,11.664179104477611,0.7979206681659382
115,Frank Ntilikina,DAL,2022-2023,5,20.0,5.8,1.4,0.2413793103448276,0.6,1.6,37.5,0.2,1.0,20.0,0.0,0.0,,0.0,1.0,1.0,0.6,0.2,3.0,0.4,0.0,0.4375,0.4375,96.99310344827587,69.8,27.19310344827588,0.4,17,-15.510344827586206,0.7142008101249806
116,Jordan Nwora,MIL,2022-2023,19,73.68421052631578,18.36842105263158,6.578947368421052,0.3581661891117478,2.1052631578947367,6.315789473684211,33.33333333333333,1.1578947368421053,3.3157894736842106,34.92063492063492,1.2105263157894737,1.368421052631579,88.46153846153845,0.7894736842105263,2.894736842105264,3.684210526315789,1.1578947368421053,0.8947368421052632,1.2941176470588236,0.2631578947368421,0.1578947368421052,0.425,0.4755021302495435,103.57220630372494,111.60974212034384,-8.037535816618899,1.0526315789473684,-54,7.087679083094555,0.9314705413434468
117,Moses Moody,GSW,2022-2023,18,50.0,14.88888888888889,4.944444444444445,0.332089552238806,1.5555555555555556,3.9444444444444446,39.436619718309856,0.8333333333333334,2.555555555555556,32.608695652173914,1.0,1.2222222222222223,81.81818181818183,0.2777777777777778,1.5555555555555556,1.8333333333333333,0.5555555555555556,1.0555555555555556,0.5263157894736842,0.3888888888888889,0.2777777777777778,0.5,0.5515617253346554,104.06133828996282,109.52156133828996,-5.460223048327137,0.7222222222222222,-34,5.651672862453531,0.8669028658710982
118,Jake LaRavia,MEM,2022-2023,16,68.75,18.4375,5.125,0.2779661016949152,1.8125,4.375,41.42857142857143,1.1875,3.0625,38.775510204081634,0.3125,0.3125,100.0,0.8125,2.3125,3.125,1.0,0.9375,1.0666666666666669,0.5625,0.1875,0.55,0.5678670360110804,109.4875,113.15472972972972,-3.667229729729698,2.0625,-34,5.264189189189189,0.8468781791609916
119,Dewayne Dedmon,MIA,2022-2023,18,55.55555555555556,12.5,7.555555555555555,0.6044444444444445,2.833333333333333,4.888888888888889,57.95454545454546,0.5,1.2777777777777777,39.130434782608695,1.3888888888888888,1.8333333333333333,75.75757575757575,0.9444444444444444,2.5,3.4444444444444446,0.6666666666666666,0.6111111111111112,1.0909090909090908,0.2222222222222222,0.4444444444444444,0.6306818181818182,0.6632852126414358,106.1787610619469,113.98849557522124,-7.809734513274336,1.7777777777777777,-47,13.2429203539823,0.9887837163579949
